"","PathwayName","EnsemblId"
"624","Amyotrophic lateral sclerosis (ALS)","ENSG00000126934"
"625","Amyotrophic lateral sclerosis (ALS)","ENSG00000108984"
"626","Amyotrophic lateral sclerosis (ALS)","ENSG00000112062"
"627","Amyotrophic lateral sclerosis (ALS)","ENSG00000089250"
"628","Amyotrophic lateral sclerosis (ALS)","ENSG00000104722"
"629","Amyotrophic lateral sclerosis (ALS)","ENSG00000277586"
"630","Amyotrophic lateral sclerosis (ALS)","ENSG00000138814"
"631","Amyotrophic lateral sclerosis (ALS)","ENSG00000107758"
"632","Amyotrophic lateral sclerosis (ALS)","ENSG00000120910"
"633","Amyotrophic lateral sclerosis (ALS)","ENSG00000100285"
"634","Amyotrophic lateral sclerosis (ALS)","ENSG00000136238"
"638","Amyotrophic lateral sclerosis (ALS)","ENSG00000173992"
"639","Amyotrophic lateral sclerosis (ALS)","ENSG00000233276"
"640","Amyotrophic lateral sclerosis (ALS)","ENSG00000121691"
"641","Amyotrophic lateral sclerosis (ALS)","ENSG00000141510"
"642","Amyotrophic lateral sclerosis (ALS)","ENSG00000120868"
"643","Amyotrophic lateral sclerosis (ALS)","ENSG00000164305"
"644","Amyotrophic lateral sclerosis (ALS)","ENSG00000132906"
"645","Amyotrophic lateral sclerosis (ALS)","ENSG00000137752"
"646","Amyotrophic lateral sclerosis (ALS)","ENSG00000015475"
"647","Amyotrophic lateral sclerosis (ALS)","ENSG00000142168"
"648","Amyotrophic lateral sclerosis (ALS)","ENSG00000171791"
"649","Amyotrophic lateral sclerosis (ALS)","ENSG00000171552"
"650","Amyotrophic lateral sclerosis (ALS)","ENSG00000087088"
"651","Amyotrophic lateral sclerosis (ALS)","ENSG00000002330"
"652","Amyotrophic lateral sclerosis (ALS)","ENSG00000204403"
"653","Amyotrophic lateral sclerosis (ALS)","ENSG00000232810"
"654","Amyotrophic lateral sclerosis (ALS)","ENSG00000067182"
"655","Amyotrophic lateral sclerosis (ALS)","ENSG00000142168"
"656","Amyotrophic lateral sclerosis (ALS)","ENSG00000197442"
"657","Amyotrophic lateral sclerosis (ALS)","ENSG00000142168"
"658","Amyotrophic lateral sclerosis (ALS)","ENSG00000142168"
"660","Angiogenesis","ENSG00000102755"
"661","Angiogenesis","ENSG00000138685"
"662","Angiogenesis","ENSG00000066468"
"663","Angiogenesis","ENSG00000120156"
"664","Angiogenesis","ENSG00000100311"
"665","Angiogenesis","ENSG00000100985"
"666","Angiogenesis","ENSG00000035862"
"667","Angiogenesis","ENSG00000128052"
"668","Angiogenesis","ENSG00000120156"
"669","Angiogenesis","ENSG00000100985"
"670","Angiogenesis","ENSG00000138685"
"671","Angiogenesis","ENSG00000100311"
"672","Angiogenesis","ENSG00000005339"
"673","Angiogenesis","ENSG00000170365"
"674","Angiogenesis","ENSG00000121879"
"675","Angiogenesis","ENSG00000197122"
"676","Angiogenesis","ENSG00000112062"
"677","Angiogenesis","ENSG00000142208"
"678","Angiogenesis","ENSG00000100030"
"679","Angiogenesis","ENSG00000124181"
"680","Angiogenesis","ENSG00000164867"
"681","Angiogenesis","ENSG00000100985"
"682","Angiogenesis","ENSG00000100985"
"683","Angiogenesis","ENSG00000100644"
"685","Angiogenesis","ENSG00000100644"
"686","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000171608"
"687","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000078142"
"689","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000169047"
"690","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000117394"
"692","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000104812"
"693","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000106615"
"694","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000131482"
"695","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000117461"
"696","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000145675"
"697","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000124253"
"698","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000185950"
"699","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000139144"
"700","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000105647"
"701","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000171105"
"702","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000175634"
"703","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000115904"
"704","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000105851"
"705","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000133124"
"706","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000103197"
"707","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000051382"
"708","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000119487"
"710","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000181856"
"712","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000165699"
"713","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000141564"
"714","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000108443"
"715","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000072310"
"716","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000175445"
"717","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000167965"
"718","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000164327"
"719","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000196455"
"720","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000174775"
"721","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000025434"
"722","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000100485"
"724","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000132155"
"725","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000198911"
"726","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000198793"
"728","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000198793"
"729","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000011405"
"730","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000121879"
"732","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000186350"
"734","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000151090"
"737","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000186350"
"739","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000129946"
"740","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000148082"
"741","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000160691"
"742","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000105723"
"743","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000082701"
"744","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000140992"
"745","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000142208"
"746","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000105221"
"747","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000151247"
"748","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000187840"
"749","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000167965"
"750","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000198793"
"751","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000119487"
"752","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000164327"
"753","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000167965"
"754","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000150907"
"755","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000118689"
"756","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000171105"
"758","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000110395"
"761","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000167193"
"764","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000164327"
"765","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000186350"
"766","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000143921"
"767","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000169710"
"768","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000138075"
"769","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000160868"
"770","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000167910"
"771","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000197408"
"772","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000099194"
"773","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000169032"
"774","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000135341"
"775","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000112062"
"776","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000100030"
"777","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000126934"
"778","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000100784"
"781","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000107643"
"783","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000173327"
"785","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000109339"
"787","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000076984"
"788","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000085511"
"789","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000095015"
"791","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000141639"
"793","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000185386"
"795","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000069956"
"797","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000102882"
"798","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000006062"
"799","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000188130"
"800","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000137764"
"801","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000065559"
"802","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000156711"
"803","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000117676"
"805","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000197442"
"807","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000050748"
"808","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000166484"
"809","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000198909"
"810","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000006432"
"811","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000107968"
"812","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000108984"
"815","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000034152"
"818","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000142208"
"819","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000105221"
"822","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000150907"
"823","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000118689"
"824","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000171105"
"825","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000115592"
"826","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000132356"
"827","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000106617"
"828","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000181929"
"829","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000131791"
"830","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000111725"
"831","Angiopoietin Like Protein 8 Regulatory Pathway","ENSG00000162409"
"832","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000184216"
"833","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000076604"
"834","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000130203"
"835","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000136869"
"836","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000173039"
"837","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000137462"
"838","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000077150"
"839","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000066336"
"840","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000173039"
"841","ApoE and miR-146 in inflammation and atherosclerosis","ENSG00000077150"
"843","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000065361"
"844","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000232810"
"846","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000130203"
"847","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000166266"
"848","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000161011"
"849","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000120889"
"850","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000104312"
"852","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000124762"
"853","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000142208"
"854","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000106211"
"855","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000044115"
"858","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000164111"
"859","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000116478"
"860","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000109320"
"861","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000056558"
"864","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000169398"
"865","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000134954"
"866","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000100030"
"867","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000111276"
"868","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000108443"
"869","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000103126"
"870","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000101665"
"871","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000026025"
"876","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000181019"
"877","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000001084"
"878","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000130522"
"879","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000181104"
"880","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000089685"
"881","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000137801"
"883","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000142192"
"884","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000165806"
"885","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000157168"
"886","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000097007"
"888","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000184557"
"889","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000168685"
"890","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000120899"
"891","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000134215"
"892","Apoptosis-related network due to altered Notch3 in ovarian cancer","ENSG00000178607"
"894","Apoptosis Modulation and Signaling","ENSG00000274250"
"896","Apoptosis Modulation and Signaling","ENSG00000156709"
"898","Apoptosis Modulation and Signaling","ENSG00000137752"
"899","Apoptosis Modulation and Signaling","ENSG00000204389"
"900","Apoptosis Modulation and Signaling","ENSG00000177595"
"901","Apoptosis Modulation and Signaling","ENSG00000141510"
"904","Apoptosis Modulation and Signaling","ENSG00000101966"
"906","Apoptosis Modulation and Signaling","ENSG00000137275"
"908","Apoptosis Modulation and Signaling","ENSG00000137275"
"909","Apoptosis Modulation and Signaling","ENSG00000276752"
"910","Apoptosis Modulation by HSP70","ENSG00000095015"
"911","Apoptosis Modulation by HSP70","ENSG00000064012"
"912","Apoptosis Modulation by HSP70","ENSG00000164305"
"913","Apoptosis Modulation by HSP70","ENSG00000168040"
"914","Apoptosis Modulation by HSP70","ENSG00000015475"
"916","Apoptosis Modulation by HSP70","ENSG00000138794"
"917","Apoptosis Modulation by HSP70","ENSG00000165806"
"918","Apoptosis Modulation by HSP70","ENSG00000026103"
"919","Apoptosis Modulation by HSP70","ENSG00000064012"
"920","Apoptosis Modulation by HSP70","ENSG00000156709"
"921","Apoptosis Modulation by HSP70","ENSG00000172115"
"922","Apoptosis Modulation by HSP70","ENSG00000120868"
"923","Apoptosis Modulation by HSP70","ENSG00000132906"
"924","Apoptosis Modulation by HSP70","ENSG00000172115"
"925","Apoptosis Modulation by HSP70","ENSG00000109320"
"926","Apoptosis Modulation by HSP70","ENSG00000168040"
"927","Apoptosis Modulation by HSP70","ENSG00000067182"
"928","Apoptosis Modulation by HSP70","ENSG00000137275"
"929","Apoptosis Modulation by HSP70","ENSG00000109339"
"930","Apoptosis Modulation by HSP70","ENSG00000204389"
"931","Apoptosis Modulation by HSP70","ENSG00000204389"
"932","Apoptosis Modulation by HSP70","ENSG00000204389"
"933","Apoptosis Modulation by HSP70","ENSG00000117560"
